destination,season,temperature,rainfall,humidity
Chennai,Monsoon,27.1,3.1,98.0
Ahmedabad,Monsoon,28.1,1.6,75.1
Delhi,Monsoon,25.9,8.9,82.9
Hyderabad,Monsoon,24.5,26.0,79.3
Kolkata,Monsoon,26.7,5.2,93.5
Pune,Monsoon,22.9,0.0,
Mumbai,Monsoon,28.8,0.0,91.4
Kolkata,Monsoon,25.7,5.7,86.4
Kolkata,Monsoon,24.7,0.0,95.0
Kolkata,Monsoon,24.7,0.0,85.4
Hyderabad,Monsoon,24.6,18.3,78.9
Bangalore,Monsoon,24.1,1.2,76.4
Pune,Monsoon,23.7,1.9,67.9
Mumbai,Monsoon,21.5,30.4,98.0
Chennai,Monsoon,26.7,14.8,92.6
Ahmedabad,Monsoon,20.8,3.2,76.1
Hyderabad,Monsoon,27.9,3.0,77.0
Hyderabad,Monsoon,22.2,0.0,78.7
Delhi,Monsoon,19.7,0.0,80.3
Bangalore,Monsoon,20.2,40.5,84.2
Mumbai,Monsoon,27.5,0.0,94.0
Kolkata,Monsoon,22.4,9.5,84.3
Pune,Monsoon,22.3,0.5,83.1
Ahmedabad,Monsoon,24.8,3.8,72.2
Chennai,Monsoon,27.4,0.0,97.5
Delhi,Monsoon,18.9,24.2,74.4
Delhi,Monsoon,18.6,13.0,76.2
Ahmedabad,Monsoon,21.7,23.6,75.1
Kolkata,Monsoon,22.8,14.3,
Pune,Monsoon,22.6,0.0,76.0
Mumbai,Monsoon,25.4,3.3,98.0
Kolkata,Monsoon,23.8,0.0,94.8
Bangalore,Monsoon,21.8,0.0,89.5
Kolkata,Monsoon,19.4,12.2,84.1
Mumbai,Monsoon,23.5,4.4,98.0
Pune,Monsoon,22.2,5.1,79.7
Pune,Monsoon,20.8,2.5,84.5
Chennai,Monsoon,,2.0,95.3
Hyderabad,Monsoon,22.8,11.6,83.5
Mumbai,Monsoon,20.9,3.9,98.0
Ahmedabad,Monsoon,21.2,0.0,80.0
Hyderabad,Monsoon,21.4,7.2,70.3
Pune,Monsoon,21.5,0.0,78.3
Pune,Monsoon,21.1,0.6,79.8
Pune,Monsoon,21.1,9.7,76.4
Hyderabad,Monsoon,19.7,3.0,80.9
Ahmedabad,Monsoon,21.7,0.0,68.1
Hyderabad,Monsoon,22.6,17.6,74.0
Delhi,Monsoon,15.4,8.9,71.1
Pune,Monsoon,19.8,20.0,73.2
Pune,Monsoon,21.6,0.0,73.2
Hyderabad,Monsoon,22.1,10.4,64.9
Bangalore,Monsoon,17.7,0.8,
Delhi,Monsoon,13.1,15.8,78.6
Chennai,Monsoon,26.5,0.0,96.7
Hyderabad,Monsoon,19.7,0.9,83.0
Bangalore,Monsoon,21.6,5.5,70.6
Bangalore,Monsoon,18.2,32.5,77.2
Bangalore,Monsoon,,0.0,79.0
Delhi,Monsoon,14.0,2.5,94.7
Ahmedabad,Monsoon,17.4,3.9,79.3
Ahmedabad,Monsoon,19.3,0.0,69.9
Hyderabad,Monsoon,23.2,0.0,70.6
Hyderabad,Monsoon,19.4,8.2,79.4
Delhi,Monsoon,11.0,7.5,81.8
Kolkata,Monsoon,15.9,0.0,92.6
Mumbai,Monsoon,23.5,1.2,98.0
Delhi,Monsoon,11.8,40.1,76.2
Ahmedabad,Monsoon,19.0,15.4,73.6
Hyderabad,Monsoon,17.8,0.0,83.7
Delhi,Monsoon,14.4,0.0,75.3
Delhi,Monsoon,11.8,0.0,72.0
Pune,Monsoon,19.6,8.1,73.8
Mumbai,Monsoon,,13.3,98.0
Chennai,Monsoon,24.1,3.4,98.0
Ahmedabad,Monsoon,19.0,0.4,78.1
Mumbai,Post-Monsoon,23.2,0.0,78.8
Hyderabad,Post-Monsoon,20.4,0.0,52.9
Delhi,Post-Monsoon,11.3,0.0,58.8
Bangalore,Post-Monsoon,17.7,0.2,73.4
Ahmedabad,Post-Monsoon,16.6,0.0,42.6
Bangalore,Post-Monsoon,18.7,0.0,67.2
Kolkata,Post-Monsoon,14.4,0.0,70.6
Hyderabad,Post-Monsoon,18.6,0.0,56.9
Mumbai,Post-Monsoon,24.1,0.0,87.3
Hyderabad,Post-Monsoon,18.3,1.9,52.8
Delhi,Post-Monsoon,11.7,0.0,61.6
Pune,Post-Monsoon,22.3,0.0,64.3
Bangalore,Post-Monsoon,20.0,0.0,70.8
Bangalore,Post-Monsoon,18.4,0.0,69.9
Kolkata,Post-Monsoon,16.9,0.0,62.2
Pune,Post-Monsoon,18.0,0.4,64.8
Delhi,Post-Monsoon,10.0,0.0,70.7
Pune,Post-Monsoon,17.8,0.0,62.5
Hyderabad,Post-Monsoon,20.9,0.0,66.7
Delhi,Post-Monsoon,13.0,0.0,57.0
Pune,Post-Monsoon,19.4,0.0,57.1
Mumbai,Post-Monsoon,20.8,0.0,84.1
Bangalore,Post-Monsoon,18.4,0.0,68.9
Hyderabad,Post-Monsoon,18.3,0.0,61.3
Ahmedabad,Post-Monsoon,16.7,0.0,53.2
Bangalore,Post-Monsoon,16.5,0.0,
Kolkata,Post-Monsoon,12.8,0.0,78.8
Delhi,Post-Monsoon,10.0,0.0,52.6
Mumbai,Post-Monsoon,24.2,0.0,81.2
Bangalore,Post-Monsoon,21.3,0.0,62.8
Bangalore,Post-Monsoon,20.1,0.0,61.7
Bangalore,Post-Monsoon,17.8,0.0,52.6
Mumbai,Post-Monsoon,22.4,0.0,73.9
Chennai,Post-Monsoon,23.1,0.0,63.9
Kolkata,Post-Monsoon,16.2,0.0,68.9
Ahmedabad,Post-Monsoon,17.5,0.0,41.2
Chennai,Post-Monsoon,25.8,0.0,68.5
Ahmedabad,Post-Monsoon,20.0,0.0,47.5
Chennai,Post-Monsoon,23.2,0.0,65.8
Ahmedabad,Post-Monsoon,20.6,0.0,44.4
Kolkata,Post-Monsoon,17.3,0.0,60.8
Pune,Post-Monsoon,18.8,0.0,54.3
Chennai,Post-Monsoon,24.3,0.0,78.8
Bangalore,Post-Monsoon,21.1,0.0,55.2
Mumbai,Post-Monsoon,22.0,0.0,79.1
Hyderabad,Post-Monsoon,16.6,0.0,59.5
Delhi,Post-Monsoon,11.5,0.0,32.8
Delhi,Post-Monsoon,14.2,0.0,45.5
Bangalore,Post-Monsoon,18.6,0.0,51.0
Bangalore,Post-Monsoon,20.5,0.0,53.7
Delhi,Post-Monsoon,12.1,0.0,45.9
Chennai,Post-Monsoon,26.1,0.0,79.2
Hyderabad,Post-Monsoon,20.2,0.0,53.8
Pune,Post-Monsoon,15.6,0.1,53.3
Hyderabad,Post-Monsoon,20.0,0.0,50.6
Delhi,Post-Monsoon,14.7,0.0,39.9
Mumbai,Post-Monsoon,22.7,0.0,82.0
Delhi,Post-Monsoon,14.3,0.0,43.5
Hyderabad,Post-Monsoon,21.7,0.0,48.0
Bangalore,Post-Monsoon,20.2,1.0,59.0
Ahmedabad,Post-Monsoon,20.8,0.0,43.0
Bangalore,Winter,18.4,0.0,58.7
Ahmedabad,Winter,21.5,0.0,46.8
Mumbai,Winter,24.5,0.0,73.4
Mumbai,Winter,,0.0,78.6
Bangalore,Winter,18.0,0.0,
Pune,Winter,20.5,0.0,
Kolkata,Winter,17.9,0.0,69.1
Delhi,Winter,17.2,0.8,45.0
Pune,Winter,19.3,0.0,59.5
Ahmedabad,Winter,24.1,0.3,57.0
Ahmedabad,Winter,22.4,0.0,
Mumbai,Winter,24.4,0.0,66.8
Chennai,Winter,27.0,0.0,67.3
Kolkata,Winter,21.8,0.0,54.7
Hyderabad,Winter,22.0,0.0,47.7
Pune,Winter,22.6,0.0,46.0
Delhi,Winter,19.6,0.0,40.5
Hyderabad,Winter,22.6,0.1,43.7
Mumbai,Winter,22.7,0.0,73.6
Ahmedabad,Winter,23.0,0.3,41.3
Pune,Winter,,0.0,56.1
Kolkata,Winter,,0.0,47.0
Hyderabad,Winter,23.7,0.0,52.3
Hyderabad,Winter,27.6,0.0,48.6
Delhi,Winter,19.0,0.0,57.3
Hyderabad,Winter,22.1,0.0,57.2
Hyderabad,Winter,24.9,0.0,54.0
Bangalore,Winter,19.6,0.0,42.3
Ahmedabad,Winter,26.2,0.0,39.6
Ahmedabad,Winter,27.3,0.0,52.4
Bangalore,Winter,20.7,0.0,57.0
Ahmedabad,Winter,26.8,0.0,37.4
Chennai,Winter,27.2,0.2,68.1
Chennai,Winter,29.8,0.0,78.4
Hyderabad,Winter,20.9,0.0,49.1
Pune,Winter,22.8,0.0,62.6
Ahmedabad,Winter,23.6,0.0,48.9
Chennai,Winter,29.8,0.0,59.3
Mumbai,Winter,22.9,0.0,83.0
Hyderabad,Winter,24.8,0.0,48.8
Hyderabad,Winter,27.1,0.0,40.0
Pune,Winter,25.0,0.0,52.7
Pune,Winter,22.6,0.0,60.2
Bangalore,Winter,22.7,0.0,52.7
Ahmedabad,Winter,,0.0,39.0
Kolkata,Winter,27.2,0.0,72.5
Pune,Winter,25.4,0.1,58.9
Bangalore,Winter,,0.0,60.0
Hyderabad,Winter,26.7,0.0,
Hyderabad,Winter,30.2,0.0,48.3
Kolkata,Winter,27.2,0.0,57.8
Pune,Winter,26.9,0.0,41.8
Ahmedabad,Winter,29.4,0.0,52.8
Mumbai,Winter,27.1,0.0,78.1
Hyderabad,Winter,27.8,0.0,63.9
Pune,Winter,27.3,0.0,49.0
Mumbai,Winter,29.9,0.4,77.4
Pune,Winter,24.3,0.0,
Bangalore,Winter,24.0,0.0,54.0
Bangalore,Winter,24.9,0.0,48.4
Ahmedabad,Winter,29.3,0.1,48.2
Delhi,Winter,30.0,0.0,43.0
Hyderabad,Winter,26.9,0.0,55.7
Mumbai,Winter,31.3,0.0,73.2
Ahmedabad,Winter,33.0,0.0,32.2
Hyderabad,Winter,31.2,0.0,44.7
Delhi,Winter,29.1,0.0,
Hyderabad,Winter,28.8,0.0,55.2
Kolkata,Winter,27.6,0.0,53.9
Delhi,Winter,32.1,0.3,46.2
Bangalore,Winter,26.6,0.0,61.5
Pune,Winter,26.8,0.0,49.7
Delhi,Winter,34.4,0.0,51.5
Kolkata,Winter,31.4,0.0,59.1
Chennai,Winter,30.7,0.0,51.7
Kolkata,Winter,32.0,0.0,67.0
Ahmedabad,Winter,34.6,0.0,30.8
Bangalore,Winter,26.5,0.0,51.4
Ahmedabad,Winter,33.4,0.0,38.7
Ahmedabad,Winter,33.0,0.0,53.5
Hyderabad,Winter,29.5,0.0,51.6
Delhi,Winter,32.9,0.0,40.7
Kolkata,Winter,33.4,0.0,55.9
Bangalore,Winter,26.1,0.0,47.9
Bangalore,Winter,26.8,0.0,54.4
Chennai,Winter,33.5,0.0,68.6
Chennai,Winter,32.0,0.0,78.3
Chennai,Winter,34.3,0.0,66.1
Mumbai,Winter,28.4,0.0,77.3
Hyderabad,Winter,30.7,0.0,44.4
Bangalore,Pre-Monsoon,25.6,0.0,55.5
Delhi,Pre-Monsoon,32.6,1.0,46.1
Pune,Pre-Monsoon,29.0,0.0,48.2
Ahmedabad,Pre-Monsoon,35.6,0.0,67.6
Pune,Pre-Monsoon,30.0,0.0,54.4
Delhi,Pre-Monsoon,33.2,1.0,54.0
Hyderabad,Pre-Monsoon,30.2,0.0,57.8
Ahmedabad,Pre-Monsoon,35.6,0.0,51.2
Hyderabad,Pre-Monsoon,33.8,0.3,62.9
Bangalore,Pre-Monsoon,25.0,0.0,74.0
Bangalore,Pre-Monsoon,25.7,0.0,62.1
Mumbai,Pre-Monsoon,28.3,0.0,82.2
Bangalore,Pre-Monsoon,27.4,0.0,70.4
Bangalore,Pre-Monsoon,24.6,0.0,71.0
Chennai,Pre-Monsoon,31.6,0.0,75.6
Kolkata,Pre-Monsoon,34.8,0.0,70.1
Kolkata,Pre-Monsoon,35.4,0.0,70.3
Kolkata,Pre-Monsoon,34.5,2.4,63.6
Kolkata,Pre-Monsoon,35.5,0.0,78.0
Delhi,Pre-Monsoon,38.7,0.0,59.1
Bangalore,Pre-Monsoon,28.7,0.0,74.3
Bangalore,Pre-Monsoon,23.8,0.0,56.5
Hyderabad,Pre-Monsoon,31.2,0.0,63.5
Mumbai,Pre-Monsoon,32.9,0.0,76.9
Mumbai,Pre-Monsoon,31.4,1.0,83.5
Kolkata,Pre-Monsoon,36.0,0.0,67.5
Pune,Pre-Monsoon,30.3,0.0,69.3
Mumbai,Pre-Monsoon,33.9,0.0,81.8
Kolkata,Pre-Monsoon,36.4,0.0,71.8
Kolkata,Pre-Monsoon,36.0,0.0,61.2
Pune,Pre-Monsoon,33.1,0.0,65.1
Delhi,Pre-Monsoon,35.8,0.0,66.0
Bangalore,Pre-Monsoon,,0.0,62.3
Ahmedabad,Pre-Monsoon,38.8,0.0,60.8
Hyderabad,Pre-Monsoon,33.9,0.0,46.6
Hyderabad,Pre-Monsoon,31.9,0.0,47.7
Hyderabad,Pre-Monsoon,31.8,0.0,55.8
Hyderabad,Pre-Monsoon,32.3,0.0,59.8
Bangalore,Pre-Monsoon,26.5,0.0,68.7
Delhi,Pre-Monsoon,38.1,0.0,68.9
Ahmedabad,Pre-Monsoon,38.7,0.4,52.6
Ahmedabad,Pre-Monsoon,37.2,0.0,56.5
Delhi,Pre-Monsoon,37.6,1.2,54.1
Pune,Pre-Monsoon,30.2,0.0,56.4
Pune,Pre-Monsoon,30.1,0.0,69.9
Bangalore,Pre-Monsoon,23.7,0.0,56.6
Hyderabad,Pre-Monsoon,34.6,0.0,64.4
Bangalore,Pre-Monsoon,28.6,0.0,64.5
Ahmedabad,Pre-Monsoon,38.1,0.0,
Kolkata,Pre-Monsoon,36.2,0.0,67.9
Delhi,Pre-Monsoon,40.5,0.0,62.9
Ahmedabad,Pre-Monsoon,36.5,0.0,49.5
Chennai,Pre-Monsoon,34.4,0.0,77.8
Mumbai,Pre-Monsoon,33.2,2.7,81.8
Ahmedabad,Pre-Monsoon,37.0,0.0,54.8
Ahmedabad,Pre-Monsoon,37.6,0.0,61.0
Mumbai,Pre-Monsoon,31.5,0.0,87.1
Pune,Pre-Monsoon,31.7,0.5,65.3
Kolkata,Pre-Monsoon,33.3,0.0,59.6
Pune,Pre-Monsoon,,0.0,53.4
Pune,Pre-Monsoon,32.3,0.6,59.2
Chennai,Pre-Monsoon,33.8,0.0,72.2
Kolkata,Pre-Monsoon,33.9,0.6,77.6
Ahmedabad,Pre-Monsoon,41.2,0.0,57.6
Kolkata,Pre-Monsoon,37.0,0.0,67.3
Delhi,Pre-Monsoon,37.3,0.8,63.4
Delhi,Pre-Monsoon,39.7,0.0,64.6
Hyderabad,Pre-Monsoon,31.7,0.0,52.8
Hyderabad,Pre-Monsoon,32.4,0.0,55.6
Chennai,Pre-Monsoon,33.7,0.0,75.0
Pune,Pre-Monsoon,29.7,0.0,57.7
Mumbai,Pre-Monsoon,32.4,0.3,86.6
Hyderabad,Pre-Monsoon,32.1,0.0,64.4
Ahmedabad,Pre-Monsoon,39.6,0.1,54.8
Bangalore,Pre-Monsoon,24.6,0.0,65.1
Hyderabad,Pre-Monsoon,31.7,0.0,66.9
Kolkata,Pre-Monsoon,36.3,0.0,61.2
Ahmedabad,Pre-Monsoon,35.1,0.0,45.4
Kolkata,Pre-Monsoon,34.8,0.0,78.7
Mumbai,Pre-Monsoon,30.5,0.0,82.8
Delhi,Pre-Monsoon,36.7,0.0,59.9
Kolkata,Pre-Monsoon,35.4,0.0,70.6
Mumbai,Pre-Monsoon,30.3,0.0,74.6
Kolkata,Pre-Monsoon,32.7,0.0,78.7
Chennai,Pre-Monsoon,30.3,0.0,83.3
Ahmedabad,Pre-Monsoon,37.2,0.0,67.5
Pune,Pre-Monsoon,29.7,0.7,74.3
Chennai,Pre-Monsoon,31.1,0.2,80.9
Delhi,Pre-Monsoon,37.4,0.0,48.6
Ahmedabad,Pre-Monsoon,35.9,0.0,57.7
Bangalore,Pre-Monsoon,24.2,0.0,70.8
Chennai,Pre-Monsoon,32.6,0.0,77.5
Ahmedabad,Monsoon,,0.0,70.7
Mumbai,Monsoon,,0.0,96.4
Chennai,Monsoon,34.3,6.2,92.3
Ahmedabad,Monsoon,34.0,7.2,83.1
Hyderabad,Monsoon,28.5,0.0,76.7
Ahmedabad,Monsoon,34.7,0.0,61.4
Hyderabad,Monsoon,29.8,1.2,88.5
Kolkata,Monsoon,31.8,0.0,89.7
Chennai,Monsoon,32.1,0.0,
Kolkata,Monsoon,28.6,12.7,80.1
Chennai,Monsoon,33.1,0.0,98.0
Kolkata,Monsoon,30.9,0.0,84.9
Chennai,Monsoon,31.9,0.0,98.0
Ahmedabad,Monsoon,33.8,1.0,80.1
Hyderabad,Monsoon,29.7,8.4,82.1
Kolkata,Monsoon,33.0,9.0,94.5
Pune,Monsoon,29.1,0.0,74.9
Pune,Monsoon,24.8,0.0,71.7
Bangalore,Monsoon,23.2,6.3,72.6
Kolkata,Monsoon,30.9,0.0,91.0
Delhi,Monsoon,31.6,15.5,75.3
Ahmedabad,Monsoon,31.6,0.0,69.3
Ahmedabad,Monsoon,32.4,8.7,68.6
Kolkata,Monsoon,31.4,0.0,86.5
Kolkata,Monsoon,29.3,33.7,95.2
Chennai,Monsoon,32.1,7.3,95.6
Chennai,Monsoon,32.7,0.0,98.0
Mumbai,Monsoon,28.5,14.4,98.0
Hyderabad,Monsoon,27.0,0.0,71.1
Delhi,Monsoon,30.5,0.0,84.6
Bangalore,Monsoon,24.5,4.9,91.8
Bangalore,Monsoon,24.1,1.1,84.1
Ahmedabad,Monsoon,28.0,6.0,83.7
Chennai,Monsoon,30.7,0.0,98.0
Kolkata,Monsoon,30.1,1.9,77.6
Mumbai,Monsoon,29.2,0.0,93.3
Delhi,Monsoon,28.8,0.0,80.6
Chennai,Monsoon,29.1,21.5,98.0
Mumbai,Monsoon,28.4,0.0,98.0
Bangalore,Monsoon,22.9,9.1,
Bangalore,Monsoon,23.2,0.0,81.9
Mumbai,Monsoon,24.0,0.0,98.0
Pune,Monsoon,24.7,0.0,79.9
Bangalore,Monsoon,22.4,0.0,74.6
Kolkata,Monsoon,26.1,0.0,89.7
Mumbai,Monsoon,29.0,36.0,98.0
Delhi,Monsoon,25.8,0.0,70.5
Hyderabad,Monsoon,23.8,38.1,74.4
Ahmedabad,Monsoon,27.1,0.0,70.8
Bangalore,Monsoon,21.1,0.0,91.2
Ahmedabad,Monsoon,26.9,18.0,74.8
Delhi,Monsoon,24.4,0.1,77.5
Ahmedabad,Monsoon,25.3,0.0,70.0
Bangalore,Monsoon,20.2,31.7,85.4
Hyderabad,Monsoon,25.2,0.0,70.7
Chennai,Monsoon,27.8,5.8,82.7
Pune,Monsoon,25.4,0.0,77.6
Hyderabad,Monsoon,22.7,1.2,65.7
Delhi,Monsoon,24.9,8.0,76.3
Bangalore,Monsoon,23.6,1.3,80.8
Chennai,Monsoon,26.7,11.9,91.6
Pune,Monsoon,22.5,5.1,71.1
Kolkata,Monsoon,23.6,0.0,93.0
Kolkata,Monsoon,23.1,42.1,83.8
Mumbai,Monsoon,24.3,11.8,98.0
Hyderabad,Monsoon,22.9,0.0,80.9
Mumbai,Monsoon,25.3,0.0,98.0
Ahmedabad,Monsoon,26.6,2.4,65.1
Pune,Monsoon,24.4,0.0,83.0
Kolkata,Monsoon,25.7,0.0,84.8
Kolkata,Monsoon,22.7,6.8,90.0
Chennai,Monsoon,26.3,7.5,96.6
Bangalore,Monsoon,23.3,18.2,83.9
Ahmedabad,Monsoon,23.4,0.0,77.5
Hyderabad,Monsoon,20.5,3.4,78.0
Ahmedabad,Monsoon,23.8,0.0,69.6
Chennai,Monsoon,27.4,0.0,98.0
Delhi,Monsoon,18.8,1.0,74.8
Hyderabad,Monsoon,23.4,1.7,78.8
Delhi,Monsoon,16.6,5.6,
Chennai,Monsoon,26.3,21.9,98.0
Bangalore,Monsoon,18.1,12.4,87.5
Ahmedabad,Monsoon,23.1,7.1,78.0
Chennai,Monsoon,28.4,0.0,84.0
Ahmedabad,Monsoon,24.0,4.6,72.8
Ahmedabad,Monsoon,22.4,0.0,77.9
Ahmedabad,Monsoon,23.4,5.0,62.5
Pune,Monsoon,21.0,1.8,68.5
Mumbai,Monsoon,22.8,17.5,96.0
Kolkata,Monsoon,23.1,0.0,78.2
Pune,Monsoon,20.0,13.6,74.6
Mumbai,Monsoon,23.1,0.0,98.0
Delhi,Monsoon,,18.4,73.0
Hyderabad,Monsoon,20.4,0.0,77.6
Mumbai,Monsoon,21.5,0.0,95.7
Delhi,Monsoon,15.8,0.0,80.9
Ahmedabad,Monsoon,24.8,0.8,83.3
Pune,Monsoon,18.2,10.0,87.8
Bangalore,Monsoon,21.8,0.0,81.0
Pune,Monsoon,20.8,7.0,73.0
Pune,Monsoon,21.0,0.1,78.0
Pune,Monsoon,22.1,0.1,87.0
Bangalore,Monsoon,19.9,0.0,84.9
Hyderabad,Monsoon,21.2,7.0,63.0
Pune,Monsoon,19.2,11.5,76.7
Chennai,Monsoon,23.4,0.0,93.1
Mumbai,Monsoon,25.9,0.0,98.0
Ahmedabad,Monsoon,18.7,0.0,66.6
Pune,Monsoon,19.0,43.0,80.5
Chennai,Monsoon,23.2,4.6,94.0
Hyderabad,Monsoon,19.2,0.8,
Chennai,Monsoon,23.4,0.0,98.0
Delhi,Monsoon,12.2,13.6,85.9
Pune,Monsoon,18.3,0.0,74.3
Mumbai,Monsoon,21.5,16.5,90.1
Delhi,Monsoon,11.3,8.9,85.0
Mumbai,Monsoon,25.7,23.9,98.0
Mumbai,Monsoon,20.3,8.7,98.0
