hotel_id,hotel_name,city,rating,cost,facilities
160,Agonda Paradise Beach Huts,goa,3.4,1504,"Sleeps 9, 3 bedrooms, Air conditioning, Fireplace, Cable TV, Paid parking, Free Wi-Fi, No beach access, No crib"
161,Pitruchaya Sea View Cottages by Vyom Trails,goa,3.1,1867,
162,The LaLiT Golf & Spa Resort Goa,goa,4.3,3342,"5-star hotel, Free breakfast, Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa"
163,"Whoopers Boutique Hotel, Anjuna",goa,3.5,2099,
164,"The Hosteller Goa, Candolim",goa,4.8,6596,"Free Wi-Fi, Free parking, Pool, Air conditioning, Breakfast"
165,Tropical Bay,goa,4.7,6116,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Pet-friendly, Bar, Kitchen, Kid-friendly"
166,Cola Goa Beach Resort,goa,3.1,1610,"Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Spa, Beach access, Bar"
167,Blue Lagoon Resort | Room & Restaurant,goa,3.5,3967,"Villa, Sleeps 8, 3 bedrooms, Fireplace, Paid parking, Free Wi-Fi, No air conditioning, No crib, No elevator"
168,Radisson Blu Resort Goa Cavelossim Beach,goa,4.3,3752,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa"
169,"Vivanta Goa, Miramar",goa,3.4,1208,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Pet-friendly, Fitness center, Restaurant, Room service"
170,Mayfair on Sea,goa,3.3,1625,
171,"The Zuri White Sands, Goa Resort & Casino",goa,4.9,10831,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa"
172,The Queeny,goa,4.1,6547,"3-star hotel, Free breakfast, Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Restaurant, Room service"
173,"Holiday Inn Goa Candolim, an IHG Hotel",goa,3.9,3400,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Restaurant, Room service"
174,"Taj Holiday Village Resort and Spa, Goa",goa,4.6,10680,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa"
175,ibis Mumbai Vikhroli,mumbai,4.6,9118,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Pet-friendly, Fitness center, Restaurant, Room service, Airport shuttle"
176,The Lalit Mumbai,mumbai,3.4,2738,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa"
177,JW Marriott Mumbai Juhu,mumbai,3.2,2223,"5-star hotel, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Breakfast, Beach access"
178,Empire Royale Hotel,mumbai,3.9,4069,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Restaurant, Kitchen, Full-service laundry"
179,"The Taj Mahal Palace, Mumbai",mumbai,3.8,2794,"5-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Hot tub, Air conditioning, Fitness center, Spa"
180,Grand Hyatt Mumbai Hotel & Residences,mumbai,3.9,2118,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Pet-friendly, Fitness center"
181,Shahana Guest House,mumbai,4.5,8102,"2-star hotel, Breakfast, Free Wi-Fi, Air conditioning, Full-service laundry"
182,SAINA RESORT,mumbai,4.3,3059,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Accessible, Kid-friendly"
183,Stay Villa Dormitory (for Male and Female),mumbai,5.0,8341,"Bungalow, Sleeps 28, 28 bedrooms, 7 bathrooms, Air conditioning, Kid-friendly, Kitchen, Smoke-free, No fitness center"
184,Hotel Milan International,mumbai,3.2,2711,"Breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry, Accessible"
185,Gagal Home BKC Suite | Rooms & Caretaker,mumbai,3.8,4086,"Sleeps 4, 2 bedrooms, Air conditioning, Elevator, Fireplace, Kitchen, Paid parking, Free Wi-Fi, No crib"
186,Qubestay Airport Capsule Hotel And Hostel,mumbai,3.7,2740,"Free breakfast, Free Wi-Fi, Air conditioning, Restaurant, Full-service laundry, Kid-friendly"
187,"Ginger Mumbai, Goregaon",mumbai,4.7,11023,"Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Room service, Full-service laundry"
188,The Lalit Mumbai,mumbai,3.5,2625,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa"
189,Royal Palms Villas with Private Pool,mumbai,3.4,1130,"Free Wi-Fi, Paid parking, Pool, Spa, Kitchen, Full-service laundry"
190,The Leela Mumbai - Resort Style Business Hotel,mumbai,3.9,2941,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa"
191,Hotel Nest N Rest - Mumbai,mumbai,3.8,3578,"Pool, Air conditioning, Restaurant, Room service, Kitchen, Full-service laundry"
192,Novotel Mumbai Juhu Beach,mumbai,3.6,1803,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Pet-friendly, Fitness center, Beach access"
193,Airport inn residency,mumbai,3.5,2771,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry"
194,Courtyard by Marriott Mumbai International Airport,mumbai,4.8,8282,"4-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar"
195,JW Marriott Mumbai Sahar,mumbai,3.9,3351,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar"
196,The Westin Mumbai Garden City,mumbai,4.7,4808,"5-star hotel, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa, Breakfast"
197,"Holiday Inn Mumbai International Airport, an IHG Hotel",mumbai,4.1,2966,"4-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar"
198,Novotel Mumbai Juhu Beach,mumbai,3.1,2410,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Pet-friendly, Fitness center, Beach access"
199,Fairfield by Marriott Lucknow,lucknow,5.0,11313,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Fitness center, Bar, Restaurant, Room service"
200,Novotel Lucknow Gomti Nagar,lucknow,4.7,6851,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Pet-friendly, Fitness center, Bar"
201,Townhouse 1166 Bsa Townhouse,lucknow,4.9,5128,"Apartment, Sleeps 3, 1 bedroom, Free parking, Free Wi-Fi, No air conditioning, No airport shuttle, No beach access, No elevator"
202,Hyatt Regency Lucknow,lucknow,4.9,9781,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar"
203,Fairfield by Marriott Lucknow,lucknow,4.7,11579,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Fitness center, Bar, Restaurant, Room service"
204,Radisson Lucknow City Center,lucknow,3.3,1269,"3-star hotel, Breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Fitness center, Spa, Bar"
205,Taj Mahal Lucknow,lucknow,4.0,6653,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar"
206,The Regnant,lucknow,3.4,2474,"Breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Fitness center, Bar, Restaurant, Room service"
207,Hilton Garden Inn Lucknow,lucknow,3.8,3395,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Bar, Restaurant"
208,Ginger Lucknow,lucknow,3.1,1068,"3-star hotel, Free Wi-Fi, Paid parking, Air conditioning, Fitness center, Breakfast, Full-service laundry, Kid-friendly"
209,DCorbiz Hotel & Restaurant,lucknow,3.8,3342,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Full-service laundry"
210,Hotel Aryan,lucknow,5.0,11946,"2-star hotel, Free Wi-Fi, Room service, Kitchen, Full-service laundry, Kid-friendly"
211,Hotel Golden Orchid,lucknow,3.5,3841,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Air conditioning, Room service, Kitchen, Airport shuttle, Full-service laundry"
212,Fortune Park BBD - Hotel in Lucknow,lucknow,4.6,9839,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar"
213,Hotel Millenia Regency Lucknow,lucknow,3.9,2271,"Free breakfast, Free parking, Pool, Air conditioning, Restaurant, Room service, Full-service laundry, Accessible, Kid-friendly"
214,Golden Tulip Lucknow,lucknow,3.8,2816,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar"
215,The Grand Radiant-3 Star Hotel in Lucknow,lucknow,4.9,9456,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Airport shuttle"
216,Comfort Inn,lucknow,5.0,8396,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Restaurant, Room service"
217,"lebua Lucknow, Saraca Estate",lucknow,4.1,6607,"4-star hotel, Free breakfast, Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Restaurant, Room service"
218,Comfort Hotel Vista,lucknow,4.4,3735,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Full-service laundry"
219,Hilton Garden Inn Lucknow,lucknow,3.3,1153,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Bar, Restaurant"
220,The Park Hotel,kolkata,3.6,3345,"5-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Hot tub, Air conditioning, Fitness center, Spa"
221,"The Oberoi Grand, Kolkata",kolkata,4.9,5347,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa"
222,"The Oberoi Grand, Kolkata",kolkata,4.2,5313,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa"
223,The Elite Apartment Hotel,kolkata,4.1,3190,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Pet-friendly, Restaurant, Kitchen, Airport shuttle"
224,Golden Parkk Hotel,kolkata,4.5,8633,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Air conditioning, Spa, Bar, Restaurant, Room service"
225,Aristro Club,kolkata,3.1,1606,"3-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Pet-friendly, Restaurant, Room service"
226,The Panash (Hotel and Banquets),kolkata,4.2,2820,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry, Accessible"
227,HOTEL ORCHID INN,kolkata,4.0,4529,"Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Full-service laundry, Kid-friendly"
228,Bubble Beds Kolkata,kolkata,4.7,10296,"2-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Kitchen, Full-service laundry, Business center"
229,Hotel Platinum,kolkata,3.3,2693,"3-star hotel, Free breakfast, Wi-Fi, Pool, Air conditioning, Pet-friendly, Restaurant, Kitchen, Full-service laundry"
230,Aster Guest House Kolkata,kolkata,4.9,8099,"Free breakfast, Free Wi-Fi, Air conditioning, Pet-friendly, Paid parking, Restaurant, Full-service laundry, Kid-friendly"
231,Hotel Radiant (Kolkata),kolkata,3.2,1550,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Full-service laundry, Kid-friendly"
232,Hotel Afsha,kolkata,3.4,2390,"Breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Airport shuttle, Full-service laundry, Accessible"
233,backpackers park,kolkata,4.2,5554,"Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Kitchen, Full-service laundry"
234,Hotel Mayfair tower,kolkata,4.4,4817,
235,"The Manor House, Kolkata",kolkata,3.5,3086,"Free breakfast, Free Wi-Fi, Pool, Air conditioning, Restaurant, Room service, Full-service laundry, Kid-friendly"
236,Barsana Boutique Hotel,kolkata,3.2,2574,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Airport shuttle"
237,Hotel Pan Asia Continental (A Unit Of Sharda Resources Limited),kolkata,4.8,10844,"3-star hotel, Free breakfast, Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry"
238,Hotel Emirates,kolkata,3.5,2885,"2-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Kitchen, Airport shuttle"
239,The Aster Heritage,kolkata,4.2,2928,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Pet-friendly, Room service, Full-service laundry, Business center, Kid-friendly"
240,Calcutta Bungalow| Heritage Rooms,kolkata,4.2,5241,"Sleeps 13, 6 bedrooms, Air conditioning, Fireplace, Paid parking, Free Wi-Fi, No crib, No elevator, No fitness center"
241,"BhubanBari historic house airy twin room w 2 baths, kitchen, garden terrace",kolkata,3.8,1769,"House, Sleeps 2, 1 bedroom, 2 bathrooms, Kid-friendly, Kitchen, Smoke-free, Free parking, No air conditioning"
242,Hotel Pawan Putra,kolkata,4.2,5200,"3-star hotel, Free breakfast, Free Wi-Fi, Pool, Air conditioning, Paid parking, Restaurant, Full-service laundry"
243,"FabHotel Orion Crystal - Hotel in Park Circus, Kolkata",kolkata,4.0,3274,"Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Room service, Kitchen, Full-service laundry"
244,The Elanza Hotel,bangalore,4.9,9070,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Fitness center, Restaurant, Room service, Airport shuttle"
245,"Country Inn & Suites by Radisson, Bengaluru Hebbal Road",bangalore,3.4,2483,"4-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar"
246,Kadackal Farmhouse | Rooms & Pool,bangalore,4.4,4827,"Sleeps 9, 3 bedrooms, Air conditioning, Fireplace, Cable TV, Paid parking, No crib, No elevator, No fitness center"
247,"Country Inn & Suites by Radisson, Bengaluru Hebbal Road",bangalore,3.5,2532,"4-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar"
248,Kings Palace Manyata,bangalore,3.8,4464,"Sleeps 8, 3 bedrooms, Air conditioning, Elevator, Fireplace, Cable TV, Paid parking, Free Wi-Fi, No crib"
249,Prestige Residency,bangalore,4.3,3731,"Free Wi-Fi, Breakfast, Room service, Kitchen, Full-service laundry"
250,Hotel TAP Paradise,bangalore,3.6,2865,"1-star hotel, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Kitchen, Airport shuttle, Full-service laundry"
251,Regenta Inn Grand Koramangala,bangalore,3.6,1833,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Fitness center, Restaurant, Room service, Airport shuttle, Full-service laundry"
252,Guhantara,bangalore,4.5,9273,"3-star hotel, Free breakfast, Wi-Fi, Free parking, Pool, Air conditioning, Spa, Restaurant, Full-service laundry"
253,Palm Meadows Resort,bangalore,3.1,1479,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa"
254,Holiday Inn Express & Suites Bengaluru OMR,bangalore,3.9,2932,"4-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Air conditioning, Fitness center, Restaurant, Room service, Airport shuttle"
255,Howard Johnson by Wyndham Bengaluru Hebbal,bangalore,5.0,7041,"4-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Pet-friendly, Fitness center, Spa"
256,The Signature Inn,bangalore,5.0,9874,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Air conditioning, Restaurant, Room service, Full-service laundry, Kid-friendly"
257,"Radisson Blu Hotel, Atria Bengaluru",bangalore,3.1,2505,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar"
258,SAP Golden Grande,bangalore,3.4,1428,"3-star hotel, Free breakfast, Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry"
259,Royal Regency Lodge,bangalore,3.5,3937,"3-star hotel, Free Wi-Fi, Free parking, Air conditioning, Breakfast, Room service, Airport shuttle, Full-service laundry, Accessible"
260,The Chancery Pavilion,bangalore,4.9,10306,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa"
261,Bangalore Gate Hotel & Conferences,bangalore,4.8,5194,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry"
262,"Holiday Inn Bengaluru Racecourse, an IHG Hotel",bangalore,4.8,7036,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Restaurant, Room service"
263,Gokulam Grand Hotel & Spa,bangalore,3.7,3789,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar"
264,"Taj Yeshwantpur, Bengaluru",bangalore,3.3,2442,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar"
265,Attide Boutique Hotel,bangalore,4.7,9771,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Fitness center, Bar, Restaurant, Room service"
266,Hyatt Place Hyderabad Banjara Hills,hyderabad,4.4,5190,"4-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Bar, Restaurant"
267,Trident Hotel Hyderabad,hyderabad,4.2,3546,"5-star hotel, Free breakfast, Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Restaurant"
268,The Wilderness Retreat,hyderabad,5.0,9989,"Free breakfast, Free Wi-Fi, Free parking, Pool, Pet-friendly, Restaurant, Room service, Full-service laundry, Kid-friendly"
269,Hyderabad Marriott Hotel & Convention Centre,hyderabad,4.3,6812,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar"
270,Citadel Hotels & Conventions By Vinnca,hyderabad,3.0,1282,"Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Airport shuttle, Full-service laundry, Accessible"
271,Hotel Rainbow Tower,hyderabad,4.6,9792,"Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry"
272,"Deccan Serai Hotel, HITEC CITY, HYDERABAD",hyderabad,3.6,4246,"3-star hotel, Breakfast, Free Wi-Fi, Paid parking, Air conditioning, Fitness center, Restaurant, Room service, Airport shuttle"
273,Taramati Baradari Resort,hyderabad,4.3,5968,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Room service, Kitchen"
274,The Grand Plaza Hotel,hyderabad,4.9,8665,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Accessible"
275,Taj Falaknuma Palace,hyderabad,3.3,2382,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Restaurant"
276,"Lemon Tree Hotel, Gachibowli, Hyderabad",hyderabad,3.2,974,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa"
277,Hotel Shubham Palace - Karmanghat,hyderabad,3.2,2385,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Bar, Restaurant, Room service, Full-service laundry"
278,RESTEL STUDIO FLATS,hyderabad,4.1,5030,"Breakfast, Free Wi-Fi, Free parking, Air conditioning, Pet-friendly, Restaurant, Room service, Kitchen, Airport shuttle"
279,Ellaa Hotel,hyderabad,3.5,2238,"4-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Hot tub, Air conditioning, Fitness center, Spa"
280,Zibe Hyderabad by GRT Hotels,hyderabad,4.2,4254,"3-star hotel, Free breakfast, Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry"
281,Ananya Eco Resorts,hyderabad,4.4,5299,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Kid-friendly"
282,Hotel Daspalla Hyderabad,hyderabad,3.4,2891,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar"
283,Capital O Jubilee Banjara Suites Near City Center Mall,hyderabad,4.3,4072,"Apartment, Sleeps 4, 2 bedrooms, Air conditioning, Cable TV, Free Wi-Fi, No airport shuttle, No beach access, No elevator"
284,Luxury House in Hyderabad With Chef and Driver,hyderabad,3.5,2427,"Sleeps 6, 3 bedrooms, 4 bathrooms, Kitchen, Free parking, Free Wi-Fi, No air conditioning, No airport shuttle, No beach access"
285,"Taj Krishna, Hyderabad",hyderabad,4.0,3626,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar"
286,The Wilderness Retreat,hyderabad,4.8,5769,"Free breakfast, Free Wi-Fi, Free parking, Pool, Pet-friendly, Restaurant, Room service, Full-service laundry, Kid-friendly"
287,Treebo Trend South Avenue With Roadside View,pondicherry,4.7,5132,"3-star hotel, Free breakfast, Free Wi-Fi, Air conditioning, Bar, Restaurant, Room service, Airport shuttle, Full-service laundry"
288,The Bull Boutique Hotel,pondicherry,3.2,2111,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry, Kid-friendly"
289,Aashikha Farm House,pondicherry,3.8,1914,"Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Pet-friendly, Room service, Kitchen, Airport shuttle"
290,HOMESTAY HOTEL LA VILLA PONDI CHÉRIE GUESTHOUSE ROOMS,pondicherry,3.6,3579,"Breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Pet-friendly, Fitness center, Spa, Restaurant"
291,La Grrande Malar - The Boutique Hotel Pondicherry,pondicherry,3.0,1054,"Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Room service, Full-service laundry"
292,Treebo Trend Grace Inn,pondicherry,4.5,9922,"3-star hotel, Free breakfast, Free Wi-Fi, Air conditioning, Restaurant, Room service, Kitchen, Full-service laundry, Kid-friendly"
293,Hotel Bon Sejour,pondicherry,4.3,5258,"3-star hotel, Free breakfast, Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Full-service laundry, Accessible"
294,Esparan Heritage,pondicherry,3.5,4031,"3-star hotel, Free breakfast, Free Wi-Fi, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry, Kid-friendly"
295,La Maison Pondichéry - Heritage Guesthouse,pondicherry,4.5,5573,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Beach access, Restaurant, Room service, Airport shuttle, Full-service laundry"
296,Lotus Comfort- A Pondy Hotel,pondicherry,4.1,5586,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Airport shuttle, Full-service laundry, Kid-friendly"
297,Pleasant Inn,pondicherry,3.9,2131,"1-star hotel, Free breakfast, Wi-Fi, Air conditioning, Restaurant, Room service, Full-service laundry, Kid-friendly"
298,A La Villa Creole,pondicherry,3.0,1564,"3-star hotel, Free breakfast, Wi-Fi, Air conditioning, Restaurant, Kitchen, Airport shuttle, Full-service laundry, Kid-friendly"
299,Hotel Le Royal Park,pondicherry,3.2,1640,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar"
300,Raj Residency,pondicherry,4.8,11310,"1-star hotel, Free breakfast, Wi-Fi, Paid parking, Air conditioning, Restaurant, Room service, Kitchen, Airport shuttle"
301,Hotel Ram International,pondicherry,4.8,10175,"3-star hotel, Breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Full-service laundry, Accessible"
302,Prince Park Farm House,pondicherry,4.1,3856,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Full-service laundry"
303,Hotel D'Inn,pondicherry,4.7,10407,"3-star hotel, Free breakfast, Wi-Fi, Paid parking, Air conditioning, Restaurant, Room service, Kitchen, Airport shuttle"
304,Hotel Annamalai International,pondicherry,4.2,6085,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Restaurant, Room service"
305,Nomad House,pondicherry,3.3,1078,"Free Wi-Fi, Air conditioning, Kitchen, Full-service laundry"
306,Villa Sentosa,pondicherry,3.3,2582,"Free breakfast, Free Wi-Fi, Air conditioning, Restaurant, Kitchen, Airport shuttle, Full-service laundry, Kid-friendly"
307,Her View I Luxe Room & Kitchen,pondicherry,3.6,2992,"Sleeps 12, 4 bedrooms, Air conditioning, Fireplace, Cable TV, Paid parking, Free Wi-Fi, No beach access, No crib"
308,Maison Petite Singapore,pondicherry,4.8,10040,"House, Sleeps 10, 5 bedrooms, 5 bathrooms, Air conditioning, Smoke-free, Free parking, Free Wi-Fi, No airport shuttle"
309,Hotel Gargee Grand | Best Hotel in Patna,patna,4.6,10394,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Restaurant, Room service"
310,HOTEL AMALFI GRAND,patna,4.7,6445,"4-star hotel, Breakfast, Free Wi-Fi, Paid parking, Pool, Restaurant, Room service, Kitchen, Airport shuttle"
311,Hotel Fortune..,patna,4.8,8138,"3-star hotel, Free Wi-Fi, Paid parking, Pool, Restaurant, Kitchen, Full-service laundry, Kid-friendly"
312,HOTEL AMALFI GRAND,patna,3.4,2067,"4-star hotel, Breakfast, Free Wi-Fi, Paid parking, Pool, Restaurant, Room service, Kitchen, Airport shuttle"
313,Hotel Bodhi Tree - Best Hotel in Patna | Hotels Near Patna junction Railway Station and Patna airport,patna,3.5,3338,"Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Room service, Full-service laundry, Kid-friendly"
314,"Lemon Tree Premier, Patna",patna,3.2,1858,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Restaurant"
315,The Grand Empire | Best 4 Star Luxury Hotel in Patna,patna,4.6,8874,"4-star hotel, Breakfast, Free Wi-Fi, Free parking, Air conditioning, Fitness center, Restaurant, Room service, Kitchen"
316,Hotel Gargee Grand | Best Hotel in Patna,patna,4.8,6459,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Restaurant, Room service"
317,Ghar Aangan Resort,patna,3.8,2767,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Pet-friendly, Restaurant, Room service"
318,The Park Pride,patna,4.2,6342,"Free breakfast, Free Wi-Fi, Paid parking, Pool, Restaurant, Room service, Full-service laundry"
319,"Hotel Virasat Retreat, Opposit Medanta Hospital,Patna",patna,3.3,1694,"Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Bar, Restaurant, Room service"
320,Buddha Heritage,patna,4.9,7513,"3-star hotel, Breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry"
