flight_id,source,destination,airline,departure time,arrival_time,price,duration,duration_minutes
1382,Banglore,Delhi,Jet Airways,08:20,11:20,7229,3h,180
1383,Banglore,New Delhi,GoAir,15:45,20:15,8352,4h 30m,270
1384,Kolkata,Banglore,Jet Airways,09:35,22:05,14151,12h 30m,750
1385,Delhi,Cochin,Multiple carriers,17:45,01:30 07 Jun,6795,7h 45m,465
1386,Kolkata,Banglore,IndiGo,20:20,22:55,4804,2h 35m,155
1387,Delhi,Cochin,Air India,05:15,06:50 07 Jun,6587,25h 35m,1535
1388,Delhi,Cochin,GoAir,07:25,13:35,4106,6h 10m,370
1389,Kolkata,Banglore,Air India,14:15,16:45,5510,2h 30m,150
1390,Delhi,Cochin,Jet Airways,09:40,19:00,15129,9h 20m,560
1391,Delhi,Cochin,Jet Airways,09:40,04:25 10 May,13029,18h 45m,1125
1392,Delhi,Cochin,IndiGo,07:15,12:30,6582,5h 15m,315
1393,Delhi,Cochin,Multiple carriers,17:45,01:30 28 Jun,5797,7h 45m,465
1394,Kolkata,Banglore,Jet Airways,20:25,10:55 13 Jun,12692,14h 30m,870
1395,Chennai,Kolkata,SpiceJet,08:20,10:35,3332,2h 15m,135
1396,Kolkata,Banglore,Air India,12:00,07:55 10 Jun,10151,19h 55m,1195
1397,Delhi,Cochin,IndiGo,02:00,07:25,5046,5h 25m,325
1398,Delhi,Cochin,Air India,06:10,23:00,8907,16h 50m,1010
1399,Banglore,Delhi,Air India,21:05,23:55,5228,2h 50m,170
1400,Delhi,Cochin,IndiGo,05:35,10:10,13753,4h 35m,275
1401,Banglore,New Delhi,Jet Airways,08:55,21:20,11087,12h 25m,745
1402,Kolkata,Banglore,Jet Airways,14:05,23:35,14781,9h 30m,570
1403,Kolkata,Banglore,IndiGo,11:30,14:05,5224,2h 35m,155
1404,Banglore,Delhi,Jet Airways,15:15,18:10,3702,2h 55m,175
1405,Mumbai,Hyderabad,IndiGo,19:05,20:30,2754,1h 25m,85
1406,Banglore,Delhi,Air Asia,11:10,13:55,3383,2h 45m,165
1407,Banglore,Delhi,Air India,13:20,16:10,5228,2h 50m,170
1408,Delhi,Cochin,IndiGo,20:25,01:30 28 May,5054,5h 5m,305
1409,Banglore,New Delhi,Jet Airways,08:55,19:10,13555,10h 15m,615
1410,Delhi,Cochin,Multiple carriers,17:00,01:30 02 Jun,7408,8h 30m,510
1411,Kolkata,Banglore,IndiGo,14:25,16:55,5224,2h 30m,150
1412,Banglore,New Delhi,IndiGo,12:10,17:05,9694,4h 55m,295
1413,Delhi,Cochin,IndiGo,17:10,01:35 22 Mar,7318,8h 25m,505
1414,Delhi,Cochin,IndiGo,07:35,12:10,5054,4h 35m,275
1415,Banglore,Delhi,Jet Airways,18:55,22:00,4030,3h 5m,185
1416,Banglore,New Delhi,Jet Airways,08:00,18:25,16736,10h 25m,625
1417,Mumbai,Hyderabad,Air India,19:30,20:45,2050,1h 15m,75
1418,Mumbai,Hyderabad,Air India,01:35,14:50,9977,13h 15m,795
1419,Delhi,Cochin,Jet Airways,05:30,04:25 07 Jun,10368,22h 55m,1375
1420,Delhi,Cochin,IndiGo,07:45,13:40,6755,5h 55m,355
1421,Banglore,Delhi,Jet Airways,15:15,18:10,3502,2h 55m,175
1422,Banglore,Delhi,Air India,10:00,12:45,6961,2h 45m,165
1423,Banglore,Delhi,Jet Airways,15:50,18:45,4544,2h 55m,175
1424,Kolkata,Banglore,SpiceJet,14:55,17:25,3841,2h 30m,150
1425,Mumbai,Hyderabad,Jet Airways,14:20,16:50 07 Mar,24115,26h 30m,1590
1426,Kolkata,Banglore,Vistara,07:10,09:05 25 May,9502,25h 55m,1555
1427,Mumbai,Hyderabad,Air India,06:20,07:40,3100,1h 20m,80
1428,Banglore,Delhi,SpiceJet,05:55,08:35,4319,2h 40m,160
1429,Mumbai,Hyderabad,IndiGo,20:05,21:40,2227,1h 35m,95
1430,Kolkata,Banglore,SpiceJet,22:20,00:40 25 Mar,5831,2h 20m,140
1431,Kolkata,Banglore,IndiGo,21:25,00:05 10 Jun,4804,2h 40m,160
1432,Delhi,Cochin,IndiGo,07:35,12:10,5458,4h 35m,275
1433,Banglore,Delhi,Jet Airways,18:55,22:00,7229,3h 5m,185
1434,Kolkata,Banglore,Jet Airways,18:55,10:05 07 Jun,14571,15h 10m,910
1435,Banglore,Delhi,SpiceJet,21:10,00:05 10 Jun,3919,2h 55m,175
1436,Delhi,Cochin,Multiple carriers,07:05,16:10,6916,9h 5m,545
1437,Delhi,Cochin,Jet Airways,13:00,04:25 28 Mar,6960,15h 25m,925
1438,Banglore,New Delhi,Jet Airways,09:45,14:25,16757,4h 40m,280
1439,Delhi,Cochin,IndiGo,16:00,01:35 07 Mar,14871,9h 35m,575
1440,Delhi,Cochin,IndiGo,07:35,12:10,5054,4h 35m,275
1441,Delhi,Cochin,Air India,12:20,19:15 04 Jun,12488,30h 55m,1855
1442,Banglore,Delhi,IndiGo,18:25,21:20,4823,2h 55m,175
1443,Delhi,Cochin,Air India,05:55,19:15 10 Mar,14483,37h 20m,2240
1444,Delhi,Cochin,Air India,17:15,19:15 25 Jun,11989,26h,1560
1445,Delhi,Cochin,Jet Airways,22:50,19:00 22 May,16079,20h 10m,1210
1446,Kolkata,Banglore,Jet Airways,09:35,10:55 07 May,13067,25h 20m,1520
1447,Delhi,Cochin,IndiGo,05:05,16:10,6818,11h 5m,665
1448,Kolkata,Banglore,Jet Airways,08:25,08:15 13 May,13941,23h 50m,1430
1449,Delhi,Cochin,Multiple carriers,09:00,19:00,12927,10h,600
1450,Kolkata,Banglore,IndiGo,22:15,00:50 16 May,4804,2h 35m,155
1451,Delhi,Cochin,Jet Airways,16:00,12:35 02 Apr,5406,20h 35m,1235
1452,Delhi,Cochin,IndiGo,10:45,01:35 22 Mar,7318,14h 50m,890
1453,Chennai,Kolkata,IndiGo,07:55,10:15,3384,2h 20m,140
1454,Delhi,Cochin,Air Asia,20:45,06:35 04 Jun,11410,9h 50m,590
1455,Banglore,New Delhi,Jet Airways,05:45,13:15,9134,7h 30m,450
1456,Banglore,New Delhi,Jet Airways,14:05,21:20,7832,7h 15m,435
1457,Banglore,New Delhi,Jet Airways,08:55,07:40 07 Mar,14815,22h 45m,1365
1458,Banglore,Delhi,IndiGo,23:30,02:20 04 Jun,4591,2h 50m,170
1459,Delhi,Cochin,Jet Airways,22:50,19:00 10 May,12373,20h 10m,1210
1460,Banglore,New Delhi,Air Asia,05:50,08:40,4284,2h 50m,170
1461,Kolkata,Banglore,Jet Airways,05:45,04:40 19 May,13941,22h 55m,1375
1462,Delhi,Cochin,Jet Airways,17:25,18:50 10 Mar,16289,25h 25m,1525
1463,Delhi,Cochin,IndiGo,23:30,04:35 25 Jun,9165,5h 5m,305
1464,Banglore,Delhi,Jet Airways,06:00,08:45,8016,2h 45m,165
1465,Kolkata,Banglore,Air Asia,22:40,10:40 02 Apr,5192,12h,720
1466,Kolkata,Banglore,Jet Airways,21:10,08:15 10 Jun,14939,11h 5m,665
1467,Banglore,New Delhi,Jet Airways,11:40,09:30 02 Mar,25735,21h 50m,1310
1468,Delhi,Cochin,Multiple carriers,10:00,19:00,14502,9h,540
1469,Banglore,New Delhi,Jet Airways,22:55,12:25 13 Mar,13817,13h 30m,810
1470,Kolkata,Banglore,Jet Airways,09:35,18:00,14151,8h 25m,505
1471,Delhi,Cochin,Multiple carriers,10:45,19:15,15077,8h 30m,510
1472,Delhi,Cochin,Multiple carriers,09:00,19:00,12192,10h,600
1473,Mumbai,Hyderabad,SpiceJet,13:15,14:45,1965,1h 30m,90
1474,Chennai,Kolkata,IndiGo,07:55,10:15,3850,2h 20m,140
1475,Mumbai,Hyderabad,IndiGo,16:55,18:25,3175,1h 30m,90
1476,Banglore,Delhi,Jet Airways,18:55,22:00,7229,3h 5m,185
1477,Delhi,Cochin,Jet Airways,19:15,19:00 28 May,16079,23h 45m,1425
1478,Mumbai,Hyderabad,IndiGo,09:10,10:40,4392,1h 30m,90
1479,Banglore,New Delhi,Jet Airways,18:40,00:45 16 Mar,54826,6h 5m,365
1480,Delhi,Cochin,Jet Airways,09:40,19:00,10368,9h 20m,560
1481,Delhi,Cochin,Jet Airways,22:50,19:00 28 May,12898,20h 10m,1210
1482,Kolkata,Banglore,Air India,16:45,12:30 02 May,14960,19h 45m,1185
1483,Delhi,Cochin,IndiGo,08:35,22:30,6442,13h 55m,835
1484,Chennai,Kolkata,SpiceJet,08:20,10:35,3597,2h 15m,135
1485,Delhi,Cochin,Jet Airways,11:40,19:00,18804,7h 20m,440
1486,Delhi,Cochin,Vistara,06:00,09:10,6111,3h 10m,190
1487,Delhi,Cochin,IndiGo,21:05,00:20 10 Jun,6015,3h 15m,195
1488,Banglore,Delhi,Air India,13:20,16:10,6121,2h 50m,170
1489,Kolkata,Banglore,Jet Airways,10:20,17:35,6287,7h 15m,435
1490,Banglore,Delhi,Jet Airways,15:15,18:10,7229,2h 55m,175
1491,Delhi,Cochin,IndiGo,08:35,16:10,6442,7h 35m,455
1492,Banglore,Delhi,Jet Airways,15:15,18:10,4544,2h 55m,175
1493,Kolkata,Banglore,Air India,09:25,13:45 13 Jun,11542,28h 20m,1700
1494,Delhi,Cochin,Jet Airways,19:45,04:25 22 May,16079,8h 40m,520
1495,Delhi,Cochin,Multiple carriers,07:05,16:10,6076,9h 5m,545
1496,Kolkata,Banglore,Air India,10:00,01:20 02 Apr,10408,15h 20m,920
1497,Delhi,Cochin,Air India,05:55,19:15 28 Mar,8446,37h 20m,2240
1498,Banglore,New Delhi,GoAir,07:45,10:40,13663,2h 55m,175
1499,Delhi,Cochin,Air India,20:30,08:15 16 May,10671,11h 45m,705
1500,Banglore,Delhi,Air Asia,23:55,02:45 19 Jun,3383,2h 50m,170
1501,Delhi,Cochin,Multiple carriers,10:20,01:30 10 May,9021,15h 10m,910
1502,Delhi,Cochin,Multiple carriers,09:00,19:15,14533,10h 15m,615
1503,Delhi,Cochin,Jet Airways,11:45,04:25 07 Jun,11992,16h 40m,1000
1504,Chennai,Kolkata,IndiGo,13:15,15:35,3597,2h 20m,140
1505,Banglore,Delhi,IndiGo,01:30,04:15,4077,2h 45m,165
1506,Delhi,Cochin,Multiple carriers,07:05,16:10,9646,9h 5m,545
1507,Kolkata,Banglore,SpiceJet,22:20,00:40 02 Apr,3873,2h 20m,140
1508,Delhi,Cochin,Jet Airways,19:10,19:00 10 May,15129,23h 50m,1430
1509,Delhi,Cochin,IndiGo,17:30,01:30 10 Jun,6104,8h,480
1510,Delhi,Cochin,Jet Airways,19:10,04:25 08 Mar,16022,33h 15m,1995
1511,Banglore,New Delhi,Jet Airways,09:45,00:30 13 Mar,10562,14h 45m,885
1512,Delhi,Cochin,Air India,06:05,09:25 10 Mar,10945,27h 20m,1640
1513,Kolkata,Banglore,SpiceJet,09:00,11:25,3873,2h 25m,145
1514,Mumbai,Hyderabad,Jet Airways,02:55,04:25,1840,1h 30m,90
1515,Delhi,Cochin,IndiGo,04:55,12:00,9585,7h 5m,425
1516,Mumbai,Hyderabad,Jet Airways,19:35,21:05,3210,1h 30m,90
1517,Delhi,Cochin,IndiGo,15:10,20:00,6147,4h 50m,290
1518,Kolkata,Banglore,Jet Airways,17:00,23:35,7341,6h 35m,395
1519,Delhi,Cochin,Air India,09:00,19:15,8372,10h 15m,615
1520,Delhi,Cochin,Multiple carriers,07:30,19:00,10877,11h 30m,690
1521,Delhi,Cochin,Air India,22:00,19:15 10 May,10441,21h 15m,1275
1522,Delhi,Cochin,IndiGo,04:45,21:00,13611,16h 15m,975
1523,Banglore,New Delhi,Jet Airways,08:55,10:45 13 Mar,11087,25h 50m,1550
1524,Delhi,Cochin,Jet Airways,19:15,19:45 28 Mar,5963,24h 30m,1470
1525,Chennai,Kolkata,IndiGo,13:15,15:35,3597,2h 20m,140
1526,Kolkata,Banglore,Jet Airways,18:55,10:05 13 Jun,8529,15h 10m,910
1527,Delhi,Cochin,Multiple carriers,04:55,19:00,10678,14h 5m,845
1528,Delhi,Cochin,IndiGo,08:25,21:00,8285,12h 35m,755
1529,Delhi,Cochin,Jet Airways,02:15,12:35,18371,10h 20m,620
1530,Kolkata,Banglore,Jet Airways,20:25,09:45 07 Jun,12692,13h 20m,800
1531,Banglore,Delhi,IndiGo,06:05,08:50,4423,2h 45m,165
1532,Banglore,Delhi,Jet Airways,19:50,22:50,7229,3h,180
1533,Banglore,New Delhi,IndiGo,23:30,02:20 04 Mar,6144,2h 50m,170
1534,Delhi,Cochin,Jet Airways,06:45,04:25 02 Jun,10919,21h 40m,1300
1535,Kolkata,Banglore,IndiGo,21:25,00:05 28 Mar,4148,2h 40m,160
1536,Banglore,New Delhi,SpiceJet,20:30,23:20,3873,2h 50m,170
1537,Delhi,Cochin,Jet Airways,09:40,18:50,11702,9h 10m,550
1538,Delhi,Cochin,IndiGo,17:10,01:35 07 Mar,14871,8h 25m,505
1539,Banglore,New Delhi,Air India,06:45,11:10 16 Mar,11234,28h 25m,1705
1540,Delhi,Cochin,IndiGo,14:20,22:30,6938,8h 10m,490
1541,Delhi,Cochin,IndiGo,08:30,21:00,6093,12h 30m,750
1542,Banglore,Delhi,IndiGo,10:10,13:00,3943,2h 50m,170
1543,Mumbai,Hyderabad,Jet Airways,10:20,11:50,8040,1h 30m,90
1544,Delhi,Cochin,Jet Airways,23:05,12:35 10 May,15129,13h 30m,810
1545,Chennai,Kolkata,SpiceJet,17:45,20:05,3597,2h 20m,140
1546,Kolkata,Banglore,Vistara,07:10,18:50,8610,11h 40m,700
1547,Kolkata,Banglore,Jet Airways,17:00,23:35,13067,6h 35m,395
1548,Banglore,Delhi,SpiceJet,09:30,12:20,4991,2h 50m,170
1549,Kolkata,Banglore,SpiceJet,15:05,20:20,4649,5h 15m,315
1550,Chennai,Kolkata,SpiceJet,08:20,10:35,3597,2h 15m,135
1551,Delhi,Cochin,Jet Airways,08:00,19:00,12898,11h,660
1552,Delhi,Cochin,Jet Airways,06:20,19:45 28 Mar,9296,37h 25m,2245
1553,Banglore,New Delhi,IndiGo,16:55,19:45,8855,2h 50m,170
1554,Delhi,Cochin,Jet Airways,21:50,19:00 07 Jun,10262,21h 10m,1270
1555,Banglore,Delhi,IndiGo,06:05,08:50,3943,2h 45m,165
1556,Delhi,Cochin,Multiple carriers,12:50,19:15,9001,6h 25m,385
1557,Delhi,Cochin,Multiple carriers,10:20,01:30 19 May,7670,15h 10m,910
1558,Delhi,Cochin,Multiple carriers,17:45,01:30 04 Jun,7530,7h 45m,465
1559,Kolkata,Banglore,IndiGo,09:20,14:15,8443,4h 55m,295
1560,Delhi,Cochin,SpiceJet,06:05,11:20,5351,5h 15m,315
1561,Delhi,Cochin,Vistara,06:00,09:10,6688,3h 10m,190
1562,Banglore,New Delhi,Jet Airways,20:35,19:10 13 Mar,11087,22h 35m,1355
1563,Banglore,New Delhi,Air India,05:50,12:05 16 Mar,7664,30h 15m,1815
1564,Kolkata,Banglore,IndiGo,15:15,20:30,4775,5h 15m,315
1565,Kolkata,Banglore,GoAir,15:20,17:55,3514,2h 35m,155
1566,Delhi,Cochin,Jet Airways,06:45,04:25 25 Jun,13376,21h 40m,1300
1567,Delhi,Cochin,Jet Airways,08:10,12:35 13 Jun,14300,28h 25m,1705
1568,Delhi,Cochin,Air India,20:40,09:25 28 Jun,7480,12h 45m,765
1569,Mumbai,Hyderabad,IndiGo,21:20,22:50,2227,1h 30m,90
1570,Delhi,Cochin,Air Asia,07:55,22:25,7452,14h 30m,870
1571,Kolkata,Banglore,Air Asia,10:20,12:55,4409,2h 35m,155
1572,Kolkata,Banglore,Air India,09:10,11:05 04 Apr,4647,25h 55m,1555
1573,Chennai,Kolkata,SpiceJet,09:30,12:05,3332,2h 35m,155
1574,Delhi,Cochin,Air India,10:00,19:15,6902,9h 15m,555
1575,Kolkata,Banglore,Air Asia,19:55,23:30,6857,3h 35m,215
1576,Delhi,Cochin,Jet Airways,19:15,04:25 10 May,12373,9h 10m,550
1577,Delhi,Cochin,Multiple carriers,11:40,19:00,11789,7h 20m,440
1578,Delhi,Cochin,Air India,17:15,07:40 10 May,13039,14h 25m,865
1579,Banglore,New Delhi,Jet Airways,22:55,11:25 13 Mar,11087,12h 30m,750
1580,Kolkata,Banglore,Vistara,20:20,23:25 19 May,9345,27h 5m,1625
1581,Mumbai,Hyderabad,SpiceJet,22:45,00:15 25 Jun,1965,1h 30m,90
1582,Delhi,Cochin,IndiGo,07:30,21:00,6093,13h 30m,810
1583,Kolkata,Banglore,Jet Airways,18:55,08:15 10 Jun,11841,13h 20m,800
1584,Kolkata,Banglore,Jet Airways,21:10,10:05 10 May,9663,12h 55m,775
1585,Delhi,Cochin,Jet Airways,19:15,19:00 07 Jun,14714,23h 45m,1425
1586,Kolkata,Banglore,Jet Airways,18:55,22:35 13 Jun,8529,27h 40m,1660
1587,Delhi,Cochin,IndiGo,07:35,12:10,5073,4h 35m,275
1588,Banglore,Delhi,Jet Airways,07:10,10:10,7229,3h,180
1589,Delhi,Cochin,Air India,10:00,19:15,9194,9h 15m,555
1590,Delhi,Cochin,Multiple carriers,11:40,19:00,11789,7h 20m,440
1591,Mumbai,Hyderabad,SpiceJet,13:15,14:45,2017,1h 30m,90
1592,Kolkata,Banglore,Air India,14:30,12:30 07 Jun,15894,22h,1320
1593,Banglore,Delhi,IndiGo,01:30,04:15,3419,2h 45m,165
1594,Delhi,Cochin,Jet Airways,05:30,04:25 10 Jun,10368,22h 55m,1375
1595,Delhi,Cochin,IndiGo,15:10,20:00,6027,4h 50m,290
1596,Delhi,Cochin,Air India,20:40,09:25 19 May,7480,12h 45m,765
1597,Kolkata,Banglore,SpiceJet,08:35,17:15,7189,8h 40m,520
1598,Banglore,New Delhi,Air India,10:00,12:45,7276,2h 45m,165
1599,Delhi,Cochin,Jet Airways,11:30,04:25 07 Mar,15764,16h 55m,1015
1600,Delhi,Cochin,Jet Airways,19:15,04:25 07 Jun,14714,9h 10m,550
1601,Delhi,Cochin,Multiple carriers,17:00,01:30 22 May,7888,8h 30m,510
1602,Delhi,Cochin,Jet Airways,08:00,04:25 07 Jun,10262,20h 25m,1225
1603,Delhi,Cochin,Jet Airways,20:00,04:25 19 May,15318,8h 25m,505
1604,Kolkata,Banglore,Jet Airways,10:20,17:35,5608,7h 15m,435
1605,Kolkata,Banglore,Jet Airways,08:25,18:15,12681,9h 50m,590
1606,Delhi,Cochin,Air India,17:15,09:25 07 Mar,9417,16h 10m,970
1607,Delhi,Cochin,Multiple carriers,07:05,21:00,17057,13h 55m,835
1608,Delhi,Cochin,Multiple carriers,13:00,21:00,12537,8h,480
1609,Delhi,Cochin,Air India,22:00,19:15 28 May,10651,21h 15m,1275
1610,Delhi,Cochin,Vistara,06:00,09:10,6741,3h 10m,190
1611,Kolkata,Banglore,Jet Airways,20:00,22:35 25 May,10844,26h 35m,1595
1612,Delhi,Cochin,Air India,14:25,19:15 28 May,13381,28h 50m,1730
1613,Banglore,Delhi,IndiGo,06:05,08:50,4423,2h 45m,165
1614,Mumbai,Hyderabad,Jet Airways,19:35,21:05,5678,1h 30m,90
1615,Delhi,Cochin,Jet Airways,09:35,12:35 22 May,12719,27h,1620
1616,Delhi,Cochin,IndiGo,07:35,12:10,5054,4h 35m,275
1617,Delhi,Cochin,Air India,09:45,09:25 25 May,7480,23h 40m,1420
1618,Banglore,Delhi,Air India,17:00,19:45,6961,2h 45m,165
1619,Kolkata,Banglore,SpiceJet,17:10,19:40,3841,2h 30m,150
1620,Banglore,Delhi,IndiGo,21:15,00:15 04 Jun,3943,3h,180
1621,Banglore,Delhi,Jet Airways,08:20,11:20,7229,3h,180
1622,Banglore,Delhi,SpiceJet,09:30,12:20,4319,2h 50m,170
1623,Banglore,Delhi,IndiGo,13:00,15:50,4423,2h 50m,170
1624,Delhi,Cochin,Jet Airways,22:50,04:25 22 May,16079,5h 35m,335
1625,Banglore,Delhi,Jet Airways,19:50,22:50,7754,3h,180
1626,Delhi,Cochin,Air India,13:15,09:25 02 Jun,10467,20h 10m,1210
1627,Delhi,Cochin,Jet Airways,17:30,12:35 04 Jun,14714,19h 5m,1145
1628,Kolkata,Banglore,Air India,16:45,21:05 02 May,7452,28h 20m,1700
1629,Delhi,Cochin,Air India,13:20,19:15 22 May,13276,29h 55m,1795
1630,Banglore,New Delhi,Air India,08:50,10:35 02 Mar,31783,25h 45m,1545
1631,Chennai,Kolkata,Air India,11:40,13:55,4667,2h 15m,135
1632,Banglore,Delhi,Jet Airways,15:15,18:10,7229,2h 55m,175
1633,Delhi,Cochin,Jet Airways,18:25,12:35 16 Jun,14237,18h 10m,1090
1634,Delhi,Cochin,Multiple carriers,10:20,19:15,8266,8h 55m,535
1635,Delhi,Cochin,Jet Airways,09:25,04:25 25 Jun,13882,19h,1140
1636,Banglore,Delhi,IndiGo,20:00,22:50,4823,2h 50m,170
1637,Banglore,Delhi,Air Asia,23:55,02:45 25 May,4483,2h 50m,170
1638,Banglore,Delhi,Air India,06:10,08:55,6961,2h 45m,165
1639,Kolkata,Banglore,Jet Airways,18:55,10:05 13 May,9663,15h 10m,910
1640,Delhi,Cochin,Jet Airways,23:05,04:25 20 May,16704,29h 20m,1760
1641,Mumbai,Hyderabad,IndiGo,09:10,10:40,4049,1h 30m,90
1642,Chennai,Kolkata,SpiceJet,08:20,10:35,3807,2h 15m,135
1643,Delhi,Cochin,IndiGo,06:50,22:30,6442,15h 40m,940
1644,Banglore,New Delhi,Jet Airways,07:00,07:40 16 Mar,7832,24h 40m,1480
1645,Delhi,Cochin,IndiGo,08:35,22:30,6442,13h 55m,835
1646,Banglore,Delhi,IndiGo,20:00,22:50,4823,2h 50m,170
1647,Banglore,New Delhi,Jet Airways,05:45,05:05 07 Mar,13555,23h 20m,1400
1648,Delhi,Cochin,GoAir,10:35,19:35,5135,9h,540
1649,Banglore,Delhi,Air Asia,23:55,02:45 16 May,3383,2h 50m,170
1650,Delhi,Cochin,GoAir,07:25,13:35,5842,6h 10m,370
1651,Delhi,Cochin,Jet Airways,13:25,04:25 19 May,16704,15h,900
1652,Kolkata,Banglore,Air India,16:50,07:55 02 May,8366,15h 5m,905
1653,Mumbai,Hyderabad,SpiceJet,05:45,07:15,1965,1h 30m,90
1654,Kolkata,Banglore,SpiceJet,17:10,19:40,3873,2h 30m,150
1655,Banglore,New Delhi,Jet Airways,08:00,20:20,27992,12h 20m,740
1656,Delhi,Cochin,Multiple carriers,04:55,12:35,10678,7h 40m,460
1657,Banglore,New Delhi,Air India,08:50,23:15,6824,14h 25m,865
1658,Delhi,Cochin,Air India,05:00,19:15 13 Jun,9443,38h 15m,2295
1659,Delhi,Cochin,Multiple carriers,07:05,19:15,13378,12h 10m,730
1660,Banglore,Delhi,IndiGo,04:00,06:50,3943,2h 50m,170
1661,Delhi,Cochin,IndiGo,11:25,21:00,7191,9h 35m,575
1662,Banglore,Delhi,SpiceJet,05:55,08:35,3625,2h 40m,160
1663,Delhi,Cochin,GoAir,07:25,13:35,6841,6h 10m,370
1664,Kolkata,Banglore,Jet Airways,16:55,23:25,11134,6h 30m,390
1665,Kolkata,Banglore,Jet Airways,18:55,20:45 07 Jun,14571,25h 50m,1550
1666,Banglore,New Delhi,Air India,05:50,12:15 02 Mar,12346,30h 25m,1825
1667,Banglore,Delhi,Jet Airways,17:45,20:45,4544,3h,180
1668,Delhi,Cochin,Jet Airways,14:35,04:25 10 Jun,13376,13h 50m,830
1669,Banglore,New Delhi,Jet Airways,18:55,12:25 13 Mar,11087,17h 30m,1050
1670,Kolkata,Banglore,SpiceJet,09:00,11:30,5515,2h 30m,150
1671,Kolkata,Banglore,IndiGo,04:40,07:15,4804,2h 35m,155
1672,Chennai,Kolkata,IndiGo,13:15,15:35,3597,2h 20m,140
1673,Delhi,Cochin,Multiple carriers,06:00,19:15,15353,13h 15m,795
1674,Kolkata,Banglore,Jet Airways,06:30,16:20,9899,9h 50m,590
1675,Banglore,New Delhi,IndiGo,18:25,21:20,7303,2h 55m,175
1676,Banglore,New Delhi,Jet Airways,08:55,21:20,13817,12h 25m,745
1677,Delhi,Cochin,Jet Airways,19:10,19:45 07 Mar,19329,24h 35m,1475
1678,Delhi,Cochin,Jet Airways,07:05,12:35,16289,5h 30m,330
1679,Kolkata,Banglore,Jet Airways,18:55,10:05 16 May,9663,15h 10m,910
1680,Delhi,Cochin,Air India,09:45,09:25 04 Jun,10975,23h 40m,1420
1681,Kolkata,Banglore,Air Asia,10:20,12:55,4384,2h 35m,155
1682,Delhi,Cochin,Jet Airways,09:00,19:00,14714,10h,600
1683,Delhi,Cochin,Jet Airways,14:35,04:25 13 Jun,10919,13h 50m,830
1684,Kolkata,Banglore,Jet Airways,14:05,04:40 22 May,14388,14h 35m,875
1685,Delhi,Cochin,Multiple carriers,11:25,19:00,10877,7h 35m,455
1686,Delhi,Cochin,Jet Airways,23:05,12:35 10 May,15129,13h 30m,810
1687,Delhi,Cochin,IndiGo,07:30,21:00,7191,13h 30m,810
1688,Kolkata,Banglore,GoAir,23:30,07:45 02 May,6686,8h 15m,495
1689,Delhi,Cochin,Multiple carriers,12:50,01:30 04 Jun,7530,12h 40m,760
1690,Delhi,Cochin,IndiGo,07:35,22:30,6442,14h 55m,895
1691,Delhi,Cochin,Jet Airways,09:00,12:35 28 Jun,10262,27h 35m,1655
1692,Banglore,New Delhi,Jet Airways,18:55,09:30 13 Mar,13817,14h 35m,875
1693,Kolkata,Banglore,Jet Airways,14:05,23:35,13626,9h 30m,570
1694,Kolkata,Banglore,Jet Airways,18:55,10:05 13 May,14388,15h 10m,910
1695,Kolkata,Banglore,IndiGo,04:40,07:15,4804,2h 35m,155
1696,Delhi,Cochin,IndiGo,14:30,17:35,5406,3h 5m,185
1697,Delhi,Cochin,SpiceJet,17:55,22:50,4611,4h 55m,295
1698,Kolkata,Banglore,IndiGo,08:10,13:00,5069,4h 50m,290
1699,Banglore,Delhi,GoAir,07:45,10:40,3898,2h 55m,175
1700,Mumbai,Hyderabad,IndiGo,12:00,13:30,2754,1h 30m,90
1701,Delhi,Cochin,Multiple carriers,15:00,01:30 28 May,6943,10h 30m,630
1702,Kolkata,Banglore,Jet Airways,05:45,18:15,14781,12h 30m,750
1703,Delhi,Cochin,Jet Airways,13:00,19:00,16079,6h,360
1704,Banglore,New Delhi,IndiGo,16:55,19:45,8033,2h 50m,170
1705,Banglore,New Delhi,IndiGo,18:25,21:20,6860,2h 55m,175
1706,Delhi,Cochin,Multiple carriers,11:40,19:15,6953,7h 35m,455
1707,Banglore,Delhi,IndiGo,07:10,10:05,4823,2h 55m,175
1708,Kolkata,Banglore,IndiGo,04:40,07:15,4174,2h 35m,155
1709,Delhi,Cochin,Jet Airways,13:25,19:00 28 Jun,12819,29h 35m,1775
1710,Kolkata,Banglore,Jet Airways,21:10,04:40 16 May,9663,7h 30m,450
1711,Kolkata,Banglore,SpiceJet,06:55,09:30,3841,2h 35m,155
1712,Delhi,Cochin,IndiGo,05:35,08:50,5000,3h 15m,195
1713,Banglore,New Delhi,Air India,05:50,22:10,13366,16h 20m,980
1714,Mumbai,Hyderabad,Vistara,21:55,16:45 07 Mar,12395,18h 50m,1130
1715,Kolkata,Banglore,Air India,16:45,21:05 16 May,7452,28h 20m,1700
1716,Delhi,Cochin,Jet Airways,19:45,19:00 19 May,15554,23h 15m,1395
1717,Kolkata,Banglore,Jet Airways,17:00,15:05 07 May,13067,22h 5m,1325
1718,Kolkata,Banglore,IndiGo,15:10,17:45,6565,2h 35m,155
1719,Mumbai,Hyderabad,SpiceJet,05:45,07:15,1965,1h 30m,90
1720,Chennai,Kolkata,SpiceJet,09:30,12:05,3332,2h 35m,155
1721,Banglore,New Delhi,IndiGo,05:25,10:10,6208,4h 45m,285
